iter	MultiClass
431	0.5270128032
432	0.5269791221
433	0.5269115737
434	0.5268383775
435	0.5268139363
436	0.526613496
437	0.5265125471
438	0.5264215322
439	0.5263284511
440	0.5262052865
441	0.5260906643
442	0.5260181277
443	0.5259107284
444	0.5258630038
445	0.5257312921
446	0.5253780181
447	0.5253403985
448	0.5252903055
449	0.5252564662
450	0.5251560244
451	0.5250886927
452	0.5250403268
453	0.5249680174
454	0.5248919883
455	0.5248136606
456	0.5247104892
457	0.5245668034
458	0.5245037756
459	0.5244367807
460	0.5243322833
461	0.5242363562
462	0.5241191587
463	0.5240552178
464	0.5239876282
465	0.5239502633
466	0.5237556523
467	0.523715203
468	0.5235713803
469	0.5234578478
470	0.5233450887
471	0.5232065038
472	0.5230213705
473	0.5229190887
474	0.5227287321
475	0.5226134106
476	0.5225594541
477	0.5224839405
478	0.5223539278
479	0.5222801984
480	0.5221479845
481	0.522081334
482	0.5219315649
483	0.5218091198
484	0.5216821784
485	0.5216458572
486	0.5215517082
487	0.5214922863
488	0.5214329913
489	0.5211973614
490	0.5211361506
491	0.52107492
492	0.5210256097
493	0.5209928281
494	0.5209652509
495	0.5209254993
496	0.5208459135
497	0.5207903368
498	0.5206990006
499	0.5205785541
500	0.5205032952
501	0.5203717395
502	0.5202343408
503	0.5201661723
504	0.5201001054
505	0.5199700477
506	0.5199026183
507	0.5197899097
508	0.5196856494
509	0.5195931969
510	0.5194612972
511	0.5193306872
512	0.5192544054
513	0.5192080541
514	0.5190894565
515	0.519037727
516	0.5189742611
517	0.5188835197
518	0.518842889
519	0.5187599025
520	0.5187182694
521	0.5186703746
522	0.5185633457
523	0.518489525
524	0.5184335852
525	0.5183664728
526	0.5182683636
527	0.5181277615
528	0.5178779017
529	0.5177709416
530	0.5176498097
531	0.5175468816
532	0.5174744084
533	0.51738319
534	0.5172333217
535	0.5171437428
536	0.5170721573
537	0.5170010603
538	0.5169125565
539	0.5166777682
540	0.5166347516
541	0.5165584535
542	0.5164547432
543	0.5163657726
544	0.5162284243
545	0.5160862733
546	0.5158181112
547	0.5156484547
548	0.5155390605
549	0.5154684444
550	0.5153851373
551	0.5153338387
552	0.5152756526
553	0.515049066
554	0.5148629482
555	0.5147600653
556	0.5147035731
557	0.5146705035
558	0.5145607306
559	0.5145062665
560	0.5144676398
561	0.5143602834
562	0.5142823605
563	0.514188306
564	0.514126335
565	0.51401823
566	0.5139358554
567	0.5139074196
568	0.5137779071
569	0.5137546959
570	0.5136975911
571	0.5136220433
572	0.5134686458
573	0.5134039979
574	0.513328823
575	0.5132459074
576	0.5131564086
577	0.5130995232
578	0.5130089247
579	0.512960179
580	0.5128679001
581	0.512620299
582	0.5125884143
583	0.5125635461
584	0.5124831303
585	0.5124133375
586	0.5123350587
587	0.5122903214
588	0.5121558617
589	0.5118988016
590	0.5118725459
591	0.5118181042
592	0.5117675032
593	0.5116108883
594	0.5115365461
595	0.5114666398
596	0.5114469531
597	0.5112524771
598	0.5111703468
599	0.5109134459
600	0.5108696209
601	0.5108084633
602	0.5107322079
603	0.5106583888
604	0.5105801028
605	0.5103660846
606	0.5102884503
607	0.5101670544
608	0.5100853654
609	0.5099478955
610	0.5099033442
611	0.5096627471
612	0.5095997072
613	0.5094445237
614	0.5093226352
615	0.5092711674
616	0.5092437958
617	0.5091690861
618	0.5090874772
619	0.5089067306
620	0.5088438776
621	0.5087043353
622	0.5086143189
623	0.5084879637
624	0.5084331703
625	0.508237933
626	0.5081108973
627	0.5080355204
628	0.5079445535
629	0.5078305539
630	0.5078074537
631	0.5076543778
632	0.507533336
633	0.5074960573
634	0.5074365902
635	0.5072815005
636	0.5071440497
637	0.5069790376
638	0.50688863
639	0.5067591129
640	0.5065169669
641	0.5063758647
642	0.5061781919
643	0.5061218636
644	0.5060513217
645	0.505977435
646	0.5058989382
647	0.5058254566
648	0.5057416214
649	0.5056785786
650	0.5056204485
651	0.5055506825
652	0.5054815482
653	0.5053804419
654	0.5052990669
655	0.505119042
656	0.5049669628
657	0.5048950661
658	0.5048049734
659	0.5047333905
660	0.5046614193
661	0.504622828
662	0.5045234932
663	0.504466191
664	0.5044194159
665	0.5043142704
666	0.5042482443
667	0.5041832393
668	0.5041422241
669	0.5040061112
670	0.5039603481
671	0.5038745425
672	0.5038048623
673	0.5036244368
674	0.5035900019
675	0.5034594173
676	0.5034419955
677	0.5033739831
678	0.5032593689
679	0.5031731033
680	0.5030101732
681	0.5029685301
682	0.5028955145
683	0.5028641356
684	0.5028267826
685	0.5027457578
686	0.5026394323
687	0.5025423114
688	0.5024489087
689	0.5024227082
690	0.5023276426
691	0.5022404875
692	0.5021852511
693	0.5021357878
694	0.5020644222
695	0.5020200341
696	0.5019581019
697	0.5018031503
698	0.5017102419
699	0.5016192025
700	0.5015824343
701	0.5015593237
702	0.501524495
703	0.5014019495
704	0.5013817121
705	0.5012729044
706	0.5011421869
707	0.5010638881
708	0.5009738731
709	0.5008859778
710	0.500824463
711	0.5005022222
712	0.5003613622
713	0.5001701123
714	0.5001432179
715	0.4999598426
716	0.4998898138
717	0.4998564375
718	0.4997530938
719	0.4996622587
720	0.4996133959
721	0.4995448377
722	0.4993768258
723	0.4992603333
724	0.4991533536
725	0.4989882653
726	0.4988850617
727	0.4988239361
728	0.4986783533
729	0.4985617539
730	0.4984972097
731	0.4983818607
732	0.4983035321
733	0.4982426358
734	0.4981837219
735	0.4981011558
736	0.4980350966
737	0.4978929639
738	0.4978079947
739	0.4976526827
740	0.4975765586
741	0.497439101
742	0.4973809771
743	0.4973229934
744	0.4970979913
745	0.4970652087
746	0.4969828877
747	0.4969053684
748	0.4967995735
749	0.4966454753
750	0.4965156442
751	0.4964365513
752	0.496383728
753	0.4963089712
754	0.4962489601
755	0.4961581215
756	0.4960816514
757	0.4960207389
758	0.4958715887
759	0.4958139328
760	0.4957229211
761	0.4956832174
762	0.4954788693
763	0.4954024838
764	0.4953720154
765	0.4953107336
766	0.4951176358
767	0.4950267519
768	0.4949823076
769	0.4949101316
770	0.4948248611
771	0.4947658296
772	0.4946991449
773	0.4946123694
774	0.4944539848
775	0.4943319578
776	0.494208149
777	0.4941714199
778	0.4941069761
779	0.4939889551
780	0.4939282769
781	0.4937407654
782	0.4936333517
783	0.4935227761
784	0.493484678
785	0.4934100913
786	0.4933533701
787	0.4931831352
788	0.4931586325
789	0.49303593
790	0.4929792427
791	0.4928827872
792	0.4928067585
793	0.4926205094
794	0.4925968544
795	0.4925058043
796	0.4924156942
797	0.4923209481
798	0.4922464479
799	0.4921509691
800	0.4920251073
801	0.4918683821
802	0.4918334261
803	0.4917660195
804	0.4916935481
805	0.4916427748
806	0.491499434
807	0.4914584513
808	0.4913211581
809	0.491148735
810	0.4911278347
811	0.4910335014
812	0.490977777
813	0.4908972199
814	0.4908363314
815	0.4907692394
816	0.4906730373
817	0.4905115561
818	0.4904212213
819	0.4903381949
820	0.4902390219
821	0.4901590834
822	0.490122166
823	0.4900401656
824	0.4899095012
825	0.4897022134
826	0.4895719445
827	0.4894884093
828	0.4894155838
829	0.4893354854
830	0.489257829
831	0.489220088
832	0.4891330052
833	0.4889213855
834	0.4888586462
835	0.4887720616
836	0.4887241447
837	0.4886208576
838	0.4884786629
839	0.4883602509
840	0.4882987049
841	0.4881155119
842	0.4880514062
843	0.4879749083
844	0.4879405498
845	0.4878434266
846	0.4877456458
847	0.487696185
848	0.4875626618
849	0.4874289964
850	0.4873698644
851	0.4872997711
852	0.4872201102
853	0.4871469117
854	0.4871141081
855	0.4870514999
856	0.4868953643
857	0.4868571395
858	0.4867934186
859	0.4866581323
860	0.4866198884
861	0.4865392309
862	0.4863963223
863	0.4862672172
864	0.4861300568
865	0.4859654738
866	0.4859137984
867	0.4857987342
868	0.4857575168
869	0.4857108735
870	0.4855404968
871	0.4854802448
872	0.4854172917
873	0.4853889056
874	0.485327662
875	0.4852749809
876	0.4851125238
877	0.485033372
878	0.4849184319
879	0.4848502609
880	0.4847437825
881	0.4847286502
882	0.4846999792
883	0.4846425183
884	0.4846062179
885	0.4845417414
886	0.4844989313
887	0.4844228358
888	0.4843198516
889	0.4842474483
890	0.4842184423
891	0.4841790563
892	0.4841249833
893	0.4840466155
894	0.4839892639
895	0.4839038005
896	0.4838090373
897	0.4836989894
898	0.4836577678
899	0.4836067121
900	0.48354487
901	0.4834399918
902	0.4833018586
903	0.4832761294
904	0.4831219099
905	0.4829978344
906	0.4829622034
907	0.4828298298
908	0.4827380541
909	0.4826329445
910	0.4825434907
911	0.4824596355
912	0.4823935126
913	0.4823528672
914	0.4822779909
915	0.4821674796
916	0.4820798661
917	0.4819944069
918	0.4819257844
919	0.4818591637
920	0.4818371387
921	0.4817699887
922	0.4816477557
923	0.4815902427
924	0.4815247925
925	0.4814857044
926	0.4813001749
927	0.4811944044
928	0.4811063991
929	0.4810722796
930	0.4810097726
931	0.4809387234
932	0.4808610468
933	0.4807973794
934	0.4807410595
935	0.4806134698
936	0.4804358994
937	0.4803124846
938	0.4802564778
939	0.4801904957
940	0.4800197769
941	0.4799810635
942	0.4799342696
943	0.4799106689
944	0.4798519272
945	0.4797769209
946	0.479679684
947	0.4795670753
948	0.4794146729
949	0.4793173506
950	0.4792511938
951	0.4791666714
952	0.4790841302
953	0.4790020957
954	0.4788870849
955	0.478836337
956	0.4787238989
957	0.4786591871
958	0.4785673011
959	0.4785280555
960	0.4784552051
961	0.4783821896
962	0.4782839882
963	0.4781425389
964	0.4780897808
965	0.4779845204
966	0.4778768879
967	0.477838041
968	0.4778168176
969	0.4777285064
970	0.4776809872
971	0.4775666254
972	0.4775059733
973	0.4773496935
974	0.4772772091
975	0.4771882507
976	0.4770803364
977	0.4769158615
978	0.4768725876
979	0.476821457
980	0.476790829
981	0.4767184713
982	0.4765954962
983	0.4765815114
984	0.4765350747
985	0.4764275408
986	0.4763793641
987	0.4762082152
988	0.4761541792
989	0.4760051641
990	0.475892546
991	0.475820776
992	0.4757944238
993	0.4756976857
994	0.475659734
995	0.4755627225
996	0.4754952786
997	0.4754166749
998	0.4753504928
999	0.4752770042
