iter	Passed	Remaining
497	24308	24504
498	24360	24458
499	24406	24406
500	24453	24355
501	24506	24310
502	24554	24261
503	24606	24215
504	24655	24166
505	24707	24122
506	24757	24074
507	24805	24024
508	24856	23977
509	24900	23924
510	24945	23871
511	24996	23824
512	25045	23776
513	25097	23730
514	25151	23686
515	25199	23636
516	25248	23588
517	25302	23543
518	25353	23496
519	25400	23446
520	25448	23397
521	25500	23350
522	25542	23295
523	25594	23250
524	25643	23201
525	25691	23151
526	25744	23106
527	25788	23053
528	25827	22995
529	25883	22953
530	25932	22904
531	25982	22856
532	26032	22808
533	26081	22760
534	26123	22705
535	26170	22655
536	26223	22609
537	26272	22561
538	26321	22512
539	26364	22458
540	26418	22414
541	26472	22369
542	26521	22320
543	26570	22272
544	26620	22224
545	26668	22174
546	26714	22124
547	26766	22077
548	26811	22025
549	26863	21979
550	26915	21932
551	26961	21881
552	27013	21835
553	27052	21778
554	27098	21727
555	27147	21678
556	27194	21628
557	27245	21581
558	27297	21535
559	27349	21489
560	27401	21442
561	27453	21396
562	27501	21347
563	27548	21296
564	27604	21252
565	27654	21204
566	27708	21160
567	27760	21113
568	27802	21059
569	27854	21012
570	27907	20967
571	27955	20917
572	28001	20866
573	28047	20815
574	28098	20768
575	28146	20719
576	28190	20666
577	28238	20616
578	28287	20567
579	28343	20524
580	28390	20474
581	28433	20421
582	28486	20375
583	28535	20326
584	28587	20280
585	28640	20233
586	28687	20184
587	28736	20134
588	28791	20090
589	28842	20043
590	28896	19997
591	28942	19947
592	28996	19901
593	29045	19852
594	29098	19806
595	29144	19755
596	29193	19706
597	29239	19656
598	29291	19608
599	29333	19555
600	29390	19511
601	29442	19465
602	29487	19414
603	29538	19366
604	29586	19316
605	29633	19266
606	29682	19217
607	29723	19163
608	29764	19110
609	29815	19062
610	29868	19016
611	29908	18961
612	29960	18914
613	30005	18863
614	30047	18810
615	30104	18766
616	30155	18718
617	30210	18673
618	30259	18624
619	30309	18576
620	30360	18529
621	30409	18480
622	30456	18430
623	30508	18383
624	30557	18334
625	30606	18285
626	30649	18233
627	30697	18183
628	30738	18130
629	30783	18079
630	30835	18032
631	30885	17984
632	30935	17935
633	30988	17889
634	31043	17844
635	31086	17791
636	31130	17739
637	31168	17684
638	31219	17637
639	31266	17587
640	31313	17537
641	31364	17489
642	31408	17438
643	31456	17389
644	31511	17343
645	31559	17293
646	31606	17244
647	31656	17196
648	31705	17147
649	31754	17098
650	31810	17053
651	31864	17007
652	31920	16962
653	31970	16914
654	32020	16866
655	32066	16815
656	32117	16767
657	32165	16718
658	32219	16671
659	32271	16624
660	32322	16576
661	32375	16530
662	32427	16482
663	32475	16433
664	32530	16387
665	32576	16337
666	32627	16289
667	32673	16238
668	32725	16191
669	32773	16141
670	32821	16092
671	32870	16043
672	32925	15997
673	32971	15947
674	33021	15899
675	33069	15849
676	33123	15803
677	33164	15750
678	33208	15699
679	33257	15650
680	33309	15603
681	33361	15555
682	33410	15506
683	33458	15457
684	33509	15409
685	33565	15363
686	33612	15314
687	33658	15263
688	33708	15215
689	33759	15167
690	33805	15117
691	33857	15069
692	33904	15019
693	33952	14970
694	34006	14923
695	34059	14876
696	34112	14829
697	34160	14779
698	34208	14730
699	34254	14680
700	34303	14631
701	34356	14584
702	34405	14535
703	34455	14486
704	34504	14437
705	34550	14387
706	34590	14335
707	34641	14287
708	34690	14238
709	34734	14187
710	34789	14141
711	34833	14089
712	34879	14039
713	34921	13988
714	34969	13938
715	35016	13889
716	35063	13839
717	35113	13790
718	35162	13742
719	35210	13692
720	35265	13646
721	35316	13598
722	35364	13549
723	35408	13498
724	35454	13448
725	35502	13399
726	35585	13362
727	35637	13315
728	35688	13266
729	35738	13218
730	35792	13171
731	35843	13122
732	35896	13075
733	35946	13026
734	35999	12979
735	36047	12930
736	36095	12880
737	36143	12831
738	36195	12783
739	36234	12731
740	36283	12682
741	36326	12630
742	36375	12582
743	36426	12533
744	36475	12484
745	36530	12437
746	36583	12390
747	36632	12341
748	36676	12290
749	36719	12239
750	36769	12191
751	36818	12142
752	36868	12093
753	36924	12046
754	36976	11998
755	37020	11948
756	37069	11899
757	37122	11851
758	37171	11802
759	37220	11753
760	37267	11704
761	37318	11655
762	37362	11605
763	37409	11555
764	37456	11506
765	37505	11457
766	37548	11406
767	37606	11360
768	37654	11310
769	37715	11265
770	37762	11216
771	37820	11169
772	37871	11121
773	37924	11073
774	37977	11025
775	38019	10974
776	38061	10923
777	38111	10875
778	38165	10827
779	38218	10779
780	38265	10729
781	38303	10678
782	38348	10627
783	38399	10579
784	38450	10530
785	38492	10480
786	38546	10432
787	38595	10383
788	38643	10334
789	38693	10285
790	38742	10236
791	38790	10187
792	38839	10138
793	38892	10090
794	38946	10042
795	38998	9994
796	39051	9946
797	39106	9899
798	39164	9852
799	39212	9803
800	39255	9752
801	39298	9702
802	39348	9653
803	39392	9603
804	39443	9554
805	39497	9506
806	39542	9456
807	39598	9409
808	39648	9360
809	39690	9310
810	39739	9261
811	39788	9212
812	39846	9165
813	39896	9116
814	39943	9066
815	39991	9017
816	40039	8968
817	40084	8918
818	40132	8869
819	40181	8820
820	40226	8770
821	40276	8721
822	40325	8672
823	40375	8623
824	40427	8575
825	40472	8525
826	40520	8476
827	40567	8427
828	40613	8377
829	40661	8328
830	40714	8280
831	40761	8230
832	40808	8181
833	40860	8132
834	40912	8084
835	40959	8035
836	41005	7985
837	41051	7936
838	41101	7887
839	41147	7837
840	41196	7788
841	41236	7737
842	41284	7688
843	41330	7639
844	41379	7590
845	41430	7541
846	41479	7492
847	41534	7444
848	41579	7395
849	41623	7345
850	41670	7296
851	41722	7247
852	41768	7198
853	41818	7149
854	41868	7100
855	41919	7051
856	41968	7002
857	42022	6954
858	42071	6905
859	42117	6856
860	42241	6819
861	42289	6770
862	42337	6721
863	42388	6672
864	42434	6622
865	42477	6572
866	42527	6523
867	42576	6474
868	42623	6425
869	42671	6376
870	42715	6326
871	42766	6277
872	42819	6229
873	42872	6180
874	42917	6131
875	42967	6082
876	43012	6032
877	43059	5983
878	43104	5933
879	43158	5885
880	43208	5836
881	43262	5787
882	43312	5738
883	43360	5689
884	43407	5640
885	43461	5592
886	43509	5542
887	43561	5494
888	43609	5445
889	43661	5396
890	43706	5346
891	43754	5297
892	43809	5249
893	43856	5200
894	43906	5151
895	43950	5101
896	43994	5051
897	44048	5003
898	44102	4954
899	44153	4905
900	44198	4856
901	44248	4807
902	44295	4758
903	44345	4709
904	44391	4659
905	44437	4610
906	44491	4561
907	44535	4512
908	44579	4462
909	44626	4413
910	44671	4364
911	44709	4314
912	44760	4265
913	44810	4216
914	44859	4167
915	44908	4118
916	44961	4069
917	45011	4020
918	45065	3972
919	45116	3923
920	45163	3873
921	45209	3824
922	45260	3775
923	45310	3726
924	45361	3677
925	45409	3628
926	45455	3579
927	45504	3530
928	45556	3481
929	45607	3432
930	45650	3383
931	45698	3334
932	45740	3284
933	45786	3235
934	45839	3186
935	45885	3137
936	45923	3087
937	45971	3038
938	46019	2989
939	46075	2940
940	46118	2891
941	46178	2843
942	46224	2794
943	46282	2745
944	46334	2696
945	46387	2647
946	46433	2598
947	46481	2549
948	46521	2500
949	46568	2450
950	46618	2402
951	46669	2353
952	46721	2304
953	46768	2255
954	46813	2205
955	46859	2156
956	46907	2107
957	46957	2058
958	47011	2009
959	47058	1960
960	47109	1911
961	47156	1862
962	47205	1813
963	47254	1764
964	47299	1715
965	47344	1666
966	47394	1617
967	47438	1568
968	47483	1519
969	47537	1470
970	47588	1421
971	47640	1372
972	47687	1323
973	47734	1274
974	47781	1225
975	47833	1176
976	47881	1127
977	47923	1078
978	47972	1029
979	48022	980
980	48076	931
981	48125	882
982	48173	833
983	48218	784
984	48269	735
985	48315	686
986	48359	636
987	48402	587
988	48454	538
989	48502	489
990	48549	440
991	48597	391
992	48650	342
993	48695	293
994	48746	244
995	48793	195
996	48844	146
997	48893	97
998	48944	48
999	48995	0
